unix,date,symbol,open,high,low,close,Volume XRP,Volume USD
1684281600,2023-05-17,XRP/USD,0.44228,0.46085,0.43931,0.44962,425314.9844,191230.1233
1684195200,2023-05-16,XRP/USD,0.42806,0.44289,0.42013,0.44198,340260.6959,150388.4224
1684108800,2023-05-15,XRP/USD,0.42677,0.43088,0.42358,0.42798,90332.68642,38660.58313
1684022400,2023-05-14,XRP/USD,0.42575,0.43235,0.42369,0.42685,60051.57259,25633.01376
1683936000,2023-05-13,XRP/USD,0.43186,0.43186,0.4256,0.42583,72862.36343,31026.98022
1683849600,2023-05-12,XRP/USD,0.42262,0.44354,0.41812,0.43194,333646.8629,144115.426
1683763200,2023-05-11,XRP/USD,0.43181,0.43181,0.41439,0.42271,158258.6056,66897.49517
1683676800,2023-05-10,XRP/USD,0.43052,0.4362,0.41731,0.43164,287452.7453,124076.103
1683590400,2023-05-09,XRP/USD,0.43015,0.43127,0.4227,0.4308,153424.1376,66095.11847
1683504000,2023-05-08,XRP/USD,0.4503,0.45248,0.41871,0.43023,616940.7188,265426.4054
1683417600,2023-05-07,XRP/USD,0.46071,0.46271,0.44942,0.4501,103953.8143,46789.61182
1683331200,2023-05-06,XRP/USD,0.46774,0.4685,0.45546,0.46062,142399.4383,65592.02927
1683244800,2023-05-05,XRP/USD,0.46245,0.47039,0.45731,0.46777,201899.3179,94442.44395
1683158400,2023-05-04,XRP/USD,0.46466,0.46615,0.45688,0.46236,92404.18775,42724.00025
1683072000,2023-05-03,XRP/USD,0.46581,0.46661,0.45221,0.46467,175527.4189,81562.32576
1682985600,2023-05-02,XRP/USD,0.46579,0.46715,0.45806,0.46585,121253.0612,56485.73858
1682899200,2023-05-01,XRP/USD,0.47257,0.47295,0.45876,0.4658,161290.3843,75129.06101
1682812800,2023-04-30,XRP/USD,0.47868,0.48243,0.47164,0.47288,142005.6284,67151.62157
1682726400,2023-04-29,XRP/USD,0.48187,0.4875,0.47415,0.47899,122592.9453,58720.79485
1682640000,2023-04-28,XRP/USD,0.46735,0.48269,0.46563,0.48197,232461.5371,112039.487
1682553600,2023-04-27,XRP/USD,0.46375,0.47189,0.45845,0.46744,157680.5738,73706.20744
1682467200,2023-04-26,XRP/USD,0.47189,0.48544,0.44,0.46384,475760.3294,220676.6712
1682380800,2023-04-25,XRP/USD,0.46403,0.47287,0.4547,0.47159,117512.0694,55417.51683
1682294400,2023-04-24,XRP/USD,0.46625,0.48426,0.45282,0.46433,241019.0455,111912.3734
1682208000,2023-04-23,XRP/USD,0.47523,0.47523,0.45798,0.46594,109099.0689,50833.62015
1682121600,2023-04-22,XRP/USD,0.45121,0.47629,0.44955,0.47546,193049.7658,91787.44164
1682035200,2023-04-21,XRP/USD,0.47633,0.47975,0.4446,0.45112,258397.9581,116568.4868
1681948800,2023-04-20,XRP/USD,0.49269,0.5008,0.47022,0.47654,244452.4509,116491.371
1681862400,2023-04-19,XRP/USD,0.53159,0.53685,0.48848,0.49262,364583.2819,179601.0163
1681776000,2023-04-18,XRP/USD,0.51223,0.53815,0.51173,0.53149,136061.5325,72315.34389
1681689600,2023-04-17,XRP/USD,0.5219,0.5219,0.51043,0.51213,123422.8011,63208.51913
1681603200,2023-04-16,XRP/USD,0.52078,0.52439,0.51789,0.52225,101418.1686,52965.63855
1681516800,2023-04-15,XRP/USD,0.5246,0.53156,0.51522,0.52084,54703.91788,28491.98859
1681430400,2023-04-14,XRP/USD,0.51346,0.54701,0.51315,0.52471,418907.7581,219805.0897
1681344000,2023-04-13,XRP/USD,0.50654,0.51514,0.50374,0.51344,113593.0087,58323.19441
1681257600,2023-04-12,XRP/USD,0.51791,0.51879,0.50392,0.5066,194474.1346,98520.5966
1681171200,2023-04-11,XRP/USD,0.5193,0.52809,0.51391,0.51785,305179.4318,158037.1688
1681084800,2023-04-10,XRP/USD,0.50709,0.52034,0.5023,0.5194,180933.0785,93976.64099
1680998400,2023-04-09,XRP/USD,0.50718,0.51085,0.50138,0.50708,74518.82802,37787.00731
1680912000,2023-04-08,XRP/USD,0.51499,0.51499,0.50581,0.50728,141425.5186,71742.33706
1680825600,2023-04-07,XRP/USD,0.50396,0.51546,0.49894,0.51509,209371.1952,107845.0089
1680739200,2023-04-06,XRP/USD,0.50714,0.50978,0.49,0.50406,301559.3731,152004.0176
1680652800,2023-04-05,XRP/USD,0.50397,0.5264,0.50025,0.50735,394574.2587,200187.2502
1680566400,2023-04-04,XRP/USD,0.49753,0.50871,0.48974,0.50398,327530.9634,165069.0549
1680480000,2023-04-03,XRP/USD,0.51936,0.52434,0.48677,0.49763,507307.5736,252451.4678
1680393600,2023-04-02,XRP/USD,0.51056,0.52865,0.50301,0.51947,418621.7108,217461.4201
1680307200,2023-04-01,XRP/USD,0.53847,0.53847,0.50056,0.51048,447814.1698,228600.1774
1680220800,2023-03-31,XRP/USD,0.53263,0.5499,0.52709,0.53823,535474.4394,288208.4075
1680134400,2023-03-30,XRP/USD,0.54408,0.55716,0.52359,0.53299,879658.8003,468849.344
1680048000,2023-03-29,XRP/USD,0.51595,0.5843,0.51595,0.54444,1582558.467,861608.1319
1679961600,2023-03-28,XRP/USD,0.481,0.53272,0.4611,0.51584,953970.1774,492095.9763
1679875200,2023-03-27,XRP/USD,0.45022,0.48857,0.44548,0.48125,1178415.876,567112.6403
1679788800,2023-03-26,XRP/USD,0.4453,0.46375,0.4445,0.45031,252105.5632,113525.6561
1679702400,2023-03-25,XRP/USD,0.42709,0.46549,0.42565,0.44532,676755.5227,301372.7694
1679616000,2023-03-24,XRP/USD,0.44574,0.44574,0.41808,0.42681,546706.0403,233339.6051
1679529600,2023-03-23,XRP/USD,0.42278,0.45546,0.41519,0.44583,758956.9173,338365.7624
1679443200,2023-03-22,XRP/USD,0.47014,0.47578,0.41287,0.42287,1627775.179,688337.2901
1679356800,2023-03-21,XRP/USD,0.37696,0.49306,0.37696,0.46983,2852114.285,1340008.855
1679270400,2023-03-20,XRP/USD,0.38791,0.39232,0.375,0.37703,400811.5937,151117.9952
1679184000,2023-03-19,XRP/USD,0.37453,0.40067,0.37453,0.38798,651255.2215,252674.0008
1679097600,2023-03-18,XRP/USD,0.38071,0.38992,0.37283,0.37471,348821.9697,130707.0803
1679011200,2023-03-17,XRP/USD,0.36716,0.38223,0.36568,0.38075,263882.9512,100473.4337
1678924800,2023-03-16,XRP/USD,0.36194,0.36859,0.36037,0.3672,135563.652,49778.97302
1678838400,2023-03-15,XRP/USD,0.37487,0.37713,0.36009,0.36193,352065.3923,127423.0274
1678752000,2023-03-14,XRP/USD,0.37392,0.38951,0.36845,0.37494,537795.8533,201641.1772
1678665600,2023-03-13,XRP/USD,0.37477,0.38145,0.36024,0.37385,748368.3939,279777.5241
1678579200,2023-03-12,XRP/USD,0.36699,0.37512,0.3529,0.37482,804111.2237,301396.9689
1678492800,2023-03-11,XRP/USD,0.37171,0.37864,0.3619,0.36713,586093.5184,215172.5134
1678406400,2023-03-10,XRP/USD,0.37255,0.37542,0.36187,0.3717,309477.4994,115032.7865
1678320000,2023-03-09,XRP/USD,0.38925,0.39721,0.36733,0.37273,314034.7172,117050.1601
1678233600,2023-03-08,XRP/USD,0.38099,0.40122,0.37502,0.38927,571692.9552,222542.9167
1678147200,2023-03-07,XRP/USD,0.37258,0.38416,0.37005,0.38097,193951.3637,73889.65101
1678060800,2023-03-06,XRP/USD,0.36873,0.37513,0.36284,0.3726,175393.433,65351.59313
1677974400,2023-03-05,XRP/USD,0.37421,0.37742,0.36871,0.36871,49005.19474,18068.70535
1677888000,2023-03-04,XRP/USD,0.37966,0.38094,0.37203,0.37413,110940.6703,41506.23298
1677801600,2023-03-03,XRP/USD,0.37944,0.38023,0.362,0.37966,241132.4954,91548.36322
1677715200,2023-03-02,XRP/USD,0.3844,0.38445,0.37693,0.3795,55853.40192,21196.36603
1677628800,2023-03-01,XRP/USD,0.37925,0.3847,0.37603,0.38436,82474.70576,31699.97791
1677542400,2023-02-28,XRP/USD,0.3798,0.38284,0.37464,0.37927,122244.0416,46363.49767
1677456000,2023-02-27,XRP/USD,0.3796,0.3806,0.37504,0.37983,122227.2049,46425.55925
1677369600,2023-02-26,XRP/USD,0.37901,0.39805,0.37671,0.37939,154940.3928,58782.83563
1677283200,2023-02-25,XRP/USD,0.37943,0.38037,0.37517,0.37875,69686.20282,26393.64932
1677196800,2023-02-24,XRP/USD,0.38988,0.39128,0.37664,0.37935,168390.6806,63879.0047
1677110400,2023-02-23,XRP/USD,0.39572,0.39809,0.38708,0.38989,119742.2862,46686.31998
1677024000,2023-02-22,XRP/USD,0.39325,0.39638,0.386,0.39579,129526.1058,51265.13743
1676937600,2023-02-21,XRP/USD,0.39986,0.40238,0.38864,0.39304,153638.4696,60386.06407
1676851200,2023-02-20,XRP/USD,0.38798,0.40846,0.38317,0.3999,305008.156,121972.7616
1676764800,2023-02-19,XRP/USD,0.39467,0.39743,0.38784,0.38784,73846.372,28640.57692
1676678400,2023-02-18,XRP/USD,0.3955,0.39933,0.39349,0.39466,85399.27319,33703.67716
1676592000,2023-02-17,XRP/USD,0.38737,0.39957,0.38524,0.39569,180594.5354,71459.4517
1676505600,2023-02-16,XRP/USD,0.40168,0.40357,0.38744,0.38744,357447.4258,138489.4306
1676419200,2023-02-15,XRP/USD,0.38294,0.40241,0.37922,0.402,229738.2625,92354.78151
1676332800,2023-02-14,XRP/USD,0.37277,0.38336,0.3689,0.383,214291.3041,82073.56945
1676246400,2023-02-13,XRP/USD,0.37691,0.37814,0.36651,0.37285,146278.2265,54539.83675
1676160000,2023-02-12,XRP/USD,0.3854,0.38618,0.37613,0.37689,73391.2797,27660.43941
1676073600,2023-02-11,XRP/USD,0.38265,0.3861,0.38233,0.38538,53020.42198,20433.01022
1675987200,2023-02-10,XRP/USD,0.38327,0.38741,0.38004,0.38265,89979.01608,34430.4705
1675900800,2023-02-09,XRP/USD,0.39944,0.40823,0.37745,0.38353,428682.7741,164412.7043
1675814400,2023-02-08,XRP/USD,0.40517,0.40672,0.39743,0.39963,86627.48736,34618.94278
1675728000,2023-02-07,XRP/USD,0.39476,0.40513,0.39306,0.40511,116046.2736,47011.5059
1675641600,2023-02-06,XRP/USD,0.40131,0.40368,0.39468,0.39471,202691.9491,80004.53921
1675555200,2023-02-05,XRP/USD,0.41248,0.41371,0.399,0.40121,128252.9458,51456.36439
1675468800,2023-02-04,XRP/USD,0.41249,0.42,0.41058,0.41256,64105.23477,26447.25566
1675382400,2023-02-03,XRP/USD,0.41153,0.41588,0.409,0.41255,127829.141,52735.91211
1675296000,2023-02-02,XRP/USD,0.41325,0.42,0.41142,0.41158,247974.3692,102061.2909
1675209600,2023-02-01,XRP/USD,0.40606,0.41507,0.39906,0.41332,209630.4026,86644.438
1675123200,2023-01-31,XRP/USD,0.3948,0.41067,0.39097,0.40609,215243.1373,87408.08562
1675036800,2023-01-30,XRP/USD,0.41396,0.42163,0.39102,0.39487,337804.6557,133388.9244
1674950400,2023-01-29,XRP/USD,0.40747,0.41739,0.40747,0.4139,157631.1532,65243.53432
1674864000,2023-01-28,XRP/USD,0.41228,0.41591,0.40656,0.40742,107853.6226,43941.72291
1674777600,2023-01-27,XRP/USD,0.40953,0.41308,0.39938,0.41209,236876.5948,97614.47596
1674691200,2023-01-26,XRP/USD,0.41719,0.41719,0.40574,0.40981,226011.5877,92621.80876
1674604800,2023-01-25,XRP/USD,0.40737,0.42382,0.39939,0.41737,388101.9029,161982.0912
1674518400,2023-01-24,XRP/USD,0.42401,0.43029,0.40385,0.40739,502495.7862,204711.7583
1674432000,2023-01-23,XRP/USD,0.40061,0.43198,0.40061,0.42429,892634.1676,378735.751
1674345600,2023-01-22,XRP/USD,0.40306,0.41172,0.39794,0.40078,259561.6588,104027.1216
1674259200,2023-01-21,XRP/USD,0.41318,0.41536,0.40255,0.40311,472280.871,190381.1419
1674172800,2023-01-20,XRP/USD,0.39335,0.41319,0.38651,0.41319,459026.963,189665.3508
1674086400,2023-01-19,XRP/USD,0.37937,0.39558,0.37728,0.39362,574256.3248,226038.7746
1674000000,2023-01-18,XRP/USD,0.38903,0.39587,0.36812,0.37963,706028.7626,268029.6991
1673913600,2023-01-17,XRP/USD,0.38672,0.39808,0.38067,0.38895,313511.7505,121940.3954
1673827200,2023-01-16,XRP/USD,0.38484,0.40599,0.38097,0.38679,418810.0279,161991.5307
1673740800,2023-01-15,XRP/USD,0.39539,0.39591,0.38078,0.38502,562540.5405,216589.3589
1673654400,2023-01-14,XRP/USD,0.38574,0.409,0.38216,0.3952,947280.6686,374365.3202
1673568000,2023-01-13,XRP/USD,0.37525,0.38657,0.37157,0.38573,393597.0327,151822.1834
1673481600,2023-01-12,XRP/USD,0.37338,0.38052,0.35859,0.37526,824332.1574,309338.8854
1673395200,2023-01-11,XRP/USD,0.3525,0.3778,0.35075,0.3734,815761.9903,304605.5272
1673308800,2023-01-10,XRP/USD,0.34924,0.35424,0.34545,0.3525,167312.2765,58977.57746
1673222400,2023-01-09,XRP/USD,0.34472,0.3571,0.34447,0.34908,503281.8163,175685.6164
1673136000,2023-01-08,XRP/USD,0.34413,0.34648,0.33928,0.34491,133856.4939,46168.4433
1673049600,2023-01-07,XRP/USD,0.3445,0.34627,0.34287,0.34417,119617.0856,41168.61235
1672963200,2023-01-06,XRP/USD,0.33818,0.34522,0.33366,0.34451,305271.1078,105168.9494
1672876800,2023-01-05,XRP/USD,0.34802,0.34826,0.33836,0.33836,113484.0325,38398.45724
1672790400,2023-01-04,XRP/USD,0.34492,0.35843,0.34065,0.348,493671.9768,171797.8479
1672704000,2023-01-03,XRP/USD,0.34999,0.35166,0.34159,0.34499,154350.7059,53249.45001
1672617600,2023-01-02,XRP/USD,0.34011,0.35443,0.3101,0.35022,742163.1466,259920.3772
1672531200,2023-01-01,XRP/USD,0.34079,0.34079,0.33785,0.34005,50621.76636,17213.93165
1672444800,2022-12-31,XRP/USD,0.34495,0.345,0.34085,0.34085,52773.89775,17987.98305
1672358400,2022-12-30,XRP/USD,0.34263,0.34613,0.33554,0.34495,177531.008,61239.3212
1672272000,2022-12-29,XRP/USD,0.35658,0.35725,0.33963,0.34286,252292.1394,86500.88292
1672185600,2022-12-28,XRP/USD,0.36798,0.36823,0.35621,0.35663,247665.3696,88324.90075
1672099200,2022-12-27,XRP/USD,0.36562,0.3725,0.3594,0.36822,331029.8913,121891.8266
1672012800,2022-12-26,XRP/USD,0.34631,0.36922,0.34631,0.36546,332854.2618,121644.9185
1671926400,2022-12-25,XRP/USD,0.35232,0.35232,0.345,0.3463,173994.6315,60254.3409
1671840000,2022-12-24,XRP/USD,0.35414,0.35414,0.35143,0.35234,32653.1181,11504.99963
1671753600,2022-12-23,XRP/USD,0.34954,0.35513,0.34784,0.35409,241300.861,85442.22186
1671667200,2022-12-22,XRP/USD,0.34568,0.34964,0.34214,0.34955,219813.2121,76835.7083
1671580800,2022-12-21,XRP/USD,0.34998,0.34998,0.3391,0.34584,211336.4649,73088.60302
1671494400,2022-12-20,XRP/USD,0.33943,0.35256,0.33765,0.34987,400647.3503,140174.4884
1671408000,2022-12-19,XRP/USD,0.35129,0.35253,0.33496,0.33941,398892.6917,135388.1685
1671321600,2022-12-18,XRP/USD,0.35508,0.35508,0.34917,0.35128,121256.0094,42594.81098
1671235200,2022-12-17,XRP/USD,0.35142,0.35711,0.34779,0.35492,395413.4833,140340.1535
1671148800,2022-12-16,XRP/USD,0.37806,0.37991,0.34842,0.35139,500150.5985,175747.9188
1671062400,2022-12-15,XRP/USD,0.38633,0.38633,0.37489,0.37813,206363.47,78032.21889
1670976000,2022-12-14,XRP/USD,0.39531,0.39531,0.37805,0.38641,526491.9128,203441.74
1670889600,2022-12-13,XRP/USD,0.38709,0.39656,0.37913,0.39535,580167.805,229369.3417
1670803200,2022-12-12,XRP/USD,0.38157,0.39069,0.3721,0.38705,232921.531,90152.27858
1670716800,2022-12-11,XRP/USD,0.38637,0.38811,0.37958,0.38163,59100.20655,22554.41182
1670630400,2022-12-10,XRP/USD,0.38892,0.38906,0.38613,0.38634,36655.91389,14161.64577
1670544000,2022-12-09,XRP/USD,0.39467,0.39482,0.38609,0.38896,190007.9287,73905.48393
1670457600,2022-12-08,XRP/USD,0.3832,0.39645,0.383,0.39473,269811.2232,106502.5841
1670371200,2022-12-07,XRP/USD,0.39182,0.39182,0.37463,0.38324,242973.2074,93117.05199
1670284800,2022-12-06,XRP/USD,0.38942,0.39191,0.38102,0.3919,200341.6354,78513.88691
1670198400,2022-12-05,XRP/USD,0.39039,0.39467,0.382,0.38939,224384.3731,87373.03103
1670112000,2022-12-04,XRP/USD,0.38806,0.39287,0.38721,0.39039,101182.3516,39500.57823
1670025600,2022-12-03,XRP/USD,0.39612,0.39665,0.38671,0.38823,219473.4096,85206.16179
1669939200,2022-12-02,XRP/USD,0.39654,0.39759,0.3846,0.39613,294282.6657,116574.1924
1669852800,2022-12-01,XRP/USD,0.40777,0.40865,0.39498,0.39636,275141.3108,109055.01
1669766400,2022-11-30,XRP/USD,0.39817,0.41101,0.39417,0.40774,353792.0809,144255.1831
1669680000,2022-11-29,XRP/USD,0.38896,0.40283,0.3832,0.39818,385342.8007,153435.7964
1669593600,2022-11-28,XRP/USD,0.39608,0.39804,0.37377,0.38922,470358.1404,183072.7954
1669507200,2022-11-27,XRP/USD,0.39618,0.40862,0.39561,0.39612,293981.1192,116451.8009
1669420800,2022-11-26,XRP/USD,0.40784,0.41375,0.39391,0.39636,219506.949,87003.7743
1669334400,2022-11-25,XRP/USD,0.40166,0.4182,0.3893,0.40802,685025.4711,279504.0927
1669248000,2022-11-24,XRP/USD,0.3814,0.40372,0.37453,0.40174,678886.0628,272735.6869
1669161600,2022-11-23,XRP/USD,0.37536,0.38187,0.36811,0.38123,460151.5871,175423.5896
1669075200,2022-11-22,XRP/USD,0.36449,0.37745,0.35214,0.37553,466475.9873,175175.7275
1668988800,2022-11-21,XRP/USD,0.3612,0.36787,0.3478,0.36437,643898.334,234617.236
1668902400,2022-11-20,XRP/USD,0.38467,0.39513,0.36032,0.3611,528052.6737,190679.8205
1668816000,2022-11-19,XRP/USD,0.3825,0.38749,0.37741,0.38466,192482.6461,74040.37465
1668729600,2022-11-18,XRP/USD,0.38199,0.38642,0.37575,0.38251,301704.8321,115405.1153
1668643200,2022-11-17,XRP/USD,0.37526,0.38641,0.37045,0.38224,746190.8642,285223.9959
1668556800,2022-11-16,XRP/USD,0.38832,0.39031,0.3636,0.37551,648943.1515,243684.6428
1668470400,2022-11-15,XRP/USD,0.37661,0.39657,0.368,0.38832,1483778.355,576180.8109
1668384000,2022-11-14,XRP/USD,0.33968,0.37906,0.32341,0.37644,2250350.105,847121.7934
1668297600,2022-11-13,XRP/USD,0.36287,0.36843,0.33327,0.3398,507202.1828,172347.3017
1668211200,2022-11-12,XRP/USD,0.38318,0.38318,0.36028,0.36304,515426.0262,187120.2645
1668124800,2022-11-11,XRP/USD,0.39358,0.39744,0.36622,0.38344,1489859.052,571271.5549
1668038400,2022-11-10,XRP/USD,0.33211,0.4,0.33127,0.39384,3779210.956,1488404.443
1667952000,2022-11-09,XRP/USD,0.40566,0.41004,0.32,0.33196,4503603.467,1495016.207
1667865600,2022-11-08,XRP/USD,0.46558,0.46644,0.34834,0.40584,2329605.494,945447.0938
1667779200,2022-11-07,XRP/USD,0.47207,0.47923,0.46029,0.46589,373974.053,174230.7716
1667692800,2022-11-06,XRP/USD,0.49253,0.49396,0.46765,0.47254,641536.2277,303151.529
1667606400,2022-11-05,XRP/USD,0.50541,0.50884,0.4899,0.49286,404737.0584,199478.7066
1667520000,2022-11-04,XRP/USD,0.45479,0.50573,0.45443,0.50533,1114176.386,563026.753
1667433600,2022-11-03,XRP/USD,0.45132,0.459,0.45014,0.45485,169960.8408,77306.68843
1667347200,2022-11-02,XRP/USD,0.4642,0.46628,0.4469,0.4514,412969.0832,186414.2441
1667260800,2022-11-01,XRP/USD,0.46456,0.46761,0.45563,0.46458,294711.7552,136917.1872
1667174400,2022-10-31,XRP/USD,0.45761,0.46659,0.44915,0.46545,359124.2957,167154.4034
1667088000,2022-10-30,XRP/USD,0.47031,0.47312,0.454,0.45752,340543.3603,155805.3982
1667001600,2022-10-29,XRP/USD,0.47401,0.48293,0.46756,0.47025,501229.1452,235703.0055
1666915200,2022-10-28,XRP/USD,0.46305,0.47483,0.45805,0.4739,292061.4411,138407.9169
1666828800,2022-10-27,XRP/USD,0.46924,0.48236,0.46013,0.46306,719676.4371,333253.371
1666742400,2022-10-26,XRP/USD,0.46119,0.47072,0.45691,0.46925,364335.0089,170964.2029
1666656000,2022-10-25,XRP/USD,0.45414,0.47314,0.44458,0.46129,449005.0855,207121.5559
1666569600,2022-10-24,XRP/USD,0.46903,0.47306,0.44941,0.45434,293668.9418,133425.547
1666483200,2022-10-23,XRP/USD,0.46539,0.472,0.45203,0.46895,335957.2403,157547.1478
1666396800,2022-10-22,XRP/USD,0.46151,0.47,0.45641,0.4654,187741.765,87375.01741
1666310400,2022-10-21,XRP/USD,0.44712,0.46135,0.43631,0.46135,396539.3963,182943.4505
1666224000,2022-10-20,XRP/USD,0.45094,0.46442,0.43,0.44741,620516.128,277625.1208
1666137600,2022-10-19,XRP/USD,0.46622,0.46622,0.44968,0.45089,270778.8279,122091.4657
1666051200,2022-10-18,XRP/USD,0.47963,0.48347,0.45892,0.46623,254890.1871,118837.4519
1665964800,2022-10-17,XRP/USD,0.4772,0.48271,0.46427,0.47991,274364.4878,131670.2613
1665878400,2022-10-16,XRP/USD,0.48137,0.4872,0.46978,0.47721,263258.2215,125629.4559
1665792000,2022-10-15,XRP/USD,0.48887,0.48949,0.47863,0.48159,221743.9626,106789.6749
1665705600,2022-10-14,XRP/USD,0.47976,0.51202,0.47893,0.48884,674646.001,329793.9511
1665619200,2022-10-13,XRP/USD,0.48826,0.48895,0.44321,0.47948,1239411.849,594273.1933
1665532800,2022-10-12,XRP/USD,0.4857,0.49627,0.48333,0.48819,350281.8001,171004.072
1665446400,2022-10-11,XRP/USD,0.49445,0.50182,0.47891,0.48558,665927.9488,323361.2934
1665360000,2022-10-10,XRP/USD,0.53243,0.5371,0.49421,0.49478,629798.4935,311611.6986
1665273600,2022-10-09,XRP/USD,0.51684,0.54744,0.50605,0.53291,439004.0101,233949.627
1665187200,2022-10-08,XRP/USD,0.51816,0.5287,0.51202,0.51694,404958.7317,209339.3668
1665100800,2022-10-07,XRP/USD,0.49332,0.53,0.4834,0.51817,943170.3318,488722.5708
1665014400,2022-10-06,XRP/USD,0.48857,0.50534,0.48857,0.49365,641160.3336,316508.7987
1664928000,2022-10-05,XRP/USD,0.4797,0.5,0.47236,0.48853,842018.0795,411351.0924
1664841600,2022-10-04,XRP/USD,0.46253,0.48546,0.45304,0.48002,737895.9022,354204.791
1664755200,2022-10-03,XRP/USD,0.44825,0.46849,0.43881,0.46244,542531.6466,250888.3347
1664668800,2022-10-02,XRP/USD,0.47473,0.47814,0.44482,0.44826,450358.6973,201877.7897
1664582400,2022-10-01,XRP/USD,0.47967,0.48566,0.46714,0.47467,485658.5629,230527.5501
1664496000,2022-09-30,XRP/USD,0.48709,0.49871,0.4709,0.47989,1031309.952,494915.3327
1664409600,2022-09-29,XRP/USD,0.44911,0.5099,0.42827,0.48683,1417112.085,689892.6762
1664323200,2022-09-28,XRP/USD,0.44701,0.455,0.41847,0.44904,1027485.727,461382.1909
1664236800,2022-09-27,XRP/USD,0.46755,0.48705,0.4378,0.44719,1147993.225,513371.0901
1664150400,2022-09-26,XRP/USD,0.49161,0.50085,0.46044,0.46754,807907.2401,377728.951
1664064000,2022-09-25,XRP/USD,0.48786,0.52,0.47675,0.49154,1630343.417,801379.0032
1663977600,2022-09-24,XRP/USD,0.50738,0.519,0.47333,0.48808,1512085.488,738018.6851
1663891200,2022-09-23,XRP/USD,0.4854,0.55783,0.45729,0.50729,4250020.279,2155992.787
1663804800,2022-09-22,XRP/USD,0.39395,0.49593,0.39395,0.48508,2546431.257,1235222.874
1663718400,2022-09-21,XRP/USD,0.41464,0.43223,0.385,0.3937,2418733.442,952255.3559
1663632000,2022-09-20,XRP/USD,0.38516,0.42335,0.37012,0.41491,1940097.053,804965.6682
1663545600,2022-09-19,XRP/USD,0.35804,0.39338,0.34158,0.38533,1592536.277,613652.0035
1663459200,2022-09-18,XRP/USD,0.37679,0.3968,0.3566,0.3582,1598795.763,572688.6423
1663372800,2022-09-17,XRP/USD,0.35551,0.38032,0.346,0.37673,838029.0167,315710.6715
1663286400,2022-09-16,XRP/USD,0.32638,0.35788,0.32279,0.35578,602388.7286,214317.8619
1663200000,2022-09-15,XRP/USD,0.34177,0.34249,0.32524,0.32643,483928.045,157968.6317
1663113600,2022-09-14,XRP/USD,0.33252,0.34404,0.33135,0.342,275201.7239,94118.98957
1663027200,2022-09-13,XRP/USD,0.35963,0.35963,0.33193,0.33258,742667.0408,246996.2044
1662940800,2022-09-12,XRP/USD,0.35514,0.35975,0.34866,0.35968,557643.9985,200573.3934
1662854400,2022-09-11,XRP/USD,0.35746,0.35973,0.34983,0.3551,235210.0078,83523.07375
1662768000,2022-09-10,XRP/USD,0.35724,0.36141,0.35253,0.35762,314778.446,112571.0679
1662681600,2022-09-09,XRP/USD,0.34058,0.35915,0.34041,0.35729,517653.8541,184952.5455
1662595200,2022-09-08,XRP/USD,0.33709,0.3429,0.32967,0.34059,376437.6861,128210.9115
1662508800,2022-09-07,XRP/USD,0.32249,0.33826,0.31447,0.33708,444715.543,149904.7152
1662422400,2022-09-06,XRP/USD,0.33332,0.34273,0.31947,0.3225,728690.3806,235002.6477
1662336000,2022-09-05,XRP/USD,0.33171,0.33344,0.32357,0.3333,348586.5061,116183.8825
1662249600,2022-09-04,XRP/USD,0.32948,0.33261,0.32906,0.33166,181934.2308,60340.307
1662163200,2022-09-03,XRP/USD,0.33118,0.33449,0.32765,0.32967,175879.465,57982.18323
1662076800,2022-09-02,XRP/USD,0.33295,0.33496,0.32627,0.33095,273221.7791,90422.74779
1661990400,2022-09-01,XRP/USD,0.32808,0.33333,0.32257,0.33293,211568.367,70437.45643
1661904000,2022-08-31,XRP/USD,0.32682,0.33355,0.32399,0.32795,240570.8495,78895.21008
1661817600,2022-08-30,XRP/USD,0.33355,0.33519,0.32107,0.32693,281768.3363,92118.5222
1661731200,2022-08-29,XRP/USD,0.32316,0.33348,0.31976,0.33348,366328.6142,122163.2663
1661644800,2022-08-28,XRP/USD,0.33566,0.33767,0.32287,0.32313,276434.673,89324.33587
1661558400,2022-08-27,XRP/USD,0.33869,0.34348,0.33057,0.33588,282168.0369,94774.60024
1661472000,2022-08-26,XRP/USD,0.3495,0.37037,0.33391,0.33872,1043766.35,353544.5381
1661385600,2022-08-25,XRP/USD,0.34605,0.3514,0.34362,0.34934,281583.9445,98368.53517
1661299200,2022-08-24,XRP/USD,0.34734,0.35198,0.33953,0.34619,270700.6188,93713.84721
1661212800,2022-08-23,XRP/USD,0.34435,0.34758,0.33373,0.34729,462218.9936,160524.0343
1661126400,2022-08-22,XRP/USD,0.34548,0.34549,0.33261,0.34458,407729.6874,140495.4957
1661040000,2022-08-21,XRP/USD,0.33692,0.34826,0.33623,0.34547,366299.3609,126545.4402
1660953600,2022-08-20,XRP/USD,0.33471,0.3425,0.33261,0.33685,334478.0315,112668.9249
1660867200,2022-08-19,XRP/USD,0.37075,0.37075,0.33361,0.33485,703431.0143,235543.8752
1660780800,2022-08-18,XRP/USD,0.37956,0.38094,0.37069,0.37082,281827.2003,104507.1624
1660694400,2022-08-17,XRP/USD,0.37696,0.3915,0.37,0.37973,623954.3924,236934.2014
1660608000,2022-08-16,XRP/USD,0.37524,0.37796,0.36809,0.37713,253796.6513,95714.33111
