unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1626480000,2021-07-17,BTC/USD,31439.4,31897.7,31239.1,31585.4,90.3226979,2852878.542
1626393600,2021-07-16,BTC/USD,31854.1,32261.2,31111.6,31433.5,127.4511476,4006235.648
1626307200,2021-07-15,BTC/USD,32791.4,33112.4,31244.2,31854,136.2105195,4338849.888
1626220800,2021-07-14,BTC/USD,32686.4,33132.4,31740,32791.4,120.9414347,3965838.96
1626134400,2021-07-13,BTC/USD,33194.8,33308.1,32300,32699.3,101.7892826,3328438.29
1626048000,2021-07-12,BTC/USD,34246.4,34616.9,32765.9,33199.3,101.9835299,3385781.805
1625961600,2021-07-11,BTC/USD,33525.3,34555.8,33415.8,34253,68.82876278,2357591.612
1625875200,2021-07-10,BTC/USD,33854.5,34206.1,33141.2,33531.4,83.67145095,2805620.89
1625788800,2021-07-09,BTC/USD,32854.4,34046,32363.7,33860.8,116.8967384,3958217.08
1625702400,2021-07-08,BTC/USD,33883.4,33883.4,32222,32859.2,169.9463444,5584300.918
1625616000,2021-07-07,BTC/USD,34266.3,34982.8,33883.6,33890.2,95.70870792,3243587.253
1625529600,2021-07-06,BTC/USD,33793.3,35013,33643.3,34266.8,126.0223606,4318383.027
1625443200,2021-07-05,BTC/USD,35339.2,35339.2,33186.4,33793.4,134.7684029,4554282.546
1625356800,2021-07-04,BTC/USD,34672.7,35814,34442.4,35345.7,73.76933596,2607428.818
1625270400,2021-07-03,BTC/USD,33852.7,34813.2,33364.6,34672.7,105.2888724,3650649.485
1625184000,2021-07-02,BTC/USD,33565.2,33882.7,32799.6,33852.7,173.1335832,5861039.251
1625097600,2021-07-01,BTC/USD,35056.6,35056.6,32850,33565.4,187.1716602,6282491.644
1625011200,2021-06-30,BTC/USD,35905.1,36061.8,34125.9,35058.7,164.5644366,5769415.214
1624924800,2021-06-29,BTC/USD,34428,36581.5,34327.3,35906,195.6688571,7025685.983
1624838400,2021-06-28,BTC/USD,34645,35231.9,33963,34427.8,187.7759548,6464713.017
1624752000,2021-06-27,BTC/USD,32225.3,34672.8,32150.9,34645,268.1298982,9289360.322
1624665600,2021-06-26,BTC/USD,31796.9,32600,30416.5,32225.3,309.2081727,9964326.128
1624579200,2021-06-25,BTC/USD,34712.6,35410.2,31510,31803.3,287.1975967,9133831.328
1624492800,2021-06-24,BTC/USD,33704.7,35231.5,32550.3,34712.2,179.0895485,6216592.226
1624406400,2021-06-23,BTC/USD,32493.8,34788.5,31947,33704.8,288.06563,9709194.445
1624320000,2021-06-22,BTC/USD,31765.6,33297.3,29185.5,32496,561.6840729,18252485.63
1624233600,2021-06-21,BTC/USD,35674.9,35697.9,31509,31765.5,503.1136215,15981655.74
1624147200,2021-06-20,BTC/USD,35613.1,36069.3,33478.4,35665.4,231.1482243,8243993.879
1624060800,2021-06-19,BTC/USD,35760.8,36455.9,35000.2,35637,175.0805638,6239346.053
1623974400,2021-06-18,BTC/USD,38063.8,38124,35300,35716.9,220.1396558,7862706.073
1623888000,2021-06-17,BTC/USD,38303.3,39458.1,37500,38063.8,149.3555992,5685041.656
1623801600,2021-06-16,BTC/USD,40231.4,40440.9,38193.8,38298.9,217.6543267,8335921.291
1623715200,2021-06-15,BTC/USD,40510.4,41200,39649.8,40238.7,181.7917948,7315065.495
1623628800,2021-06-14,BTC/USD,39069.5,41028.6,38828,40510.5,238.3391973,9655240.052
1623542400,2021-06-13,BTC/USD,35552.3,39294.2,34953.3,39068.3,204.4108736,7985985.334
1623456000,2021-06-12,BTC/USD,37263.2,37350.8,34802.6,35551.5,222.0743271,7895075.44
1623369600,2021-06-11,BTC/USD,36724.1,37531.7,36051.5,37262.9,203.6892947,7590053.821
1623283200,2021-06-10,BTC/USD,37268.7,38282.3,35933,36723.7,298.019011,10944360.75
1623196800,2021-06-09,BTC/USD,33477.5,37381.4,32519,37268.6,333.385786,12424821.5
1623110400,2021-06-08,BTC/USD,33678.9,34044.9,31394.1,33481.5,296.8374598,9938563.41
1623024000,2021-06-07,BTC/USD,35794.6,36678.3,33672.5,33678.9,155.1918692,5226691.443
1622937600,2021-06-06,BTC/USD,35553.7,36378.1,35451.5,35803.3,107.5101708,3849218.9
1622851200,2021-06-05,BTC/USD,36897.3,37865.5,35074.9,35547.8,199.9327172,7107168.243
1622764800,2021-06-04,BTC/USD,39121.4,39164.9,35782.1,36893.7,269.351478,9937372.624
1622678400,2021-06-03,BTC/USD,37642.5,39342.7,37286.7,39121.2,138.9226762,5434821.801
1622592000,2021-06-02,BTC/USD,36668.5,38128,36066.7,37643.8,131.9334337,4966475.79
1622505600,2021-06-01,BTC/USD,37306.6,37763.2,35852.6,36668.5,221.2439296,8112683.031
1622419200,2021-05-31,BTC/USD,35718.1,37393.1,34387.8,37309.3,207.9620922,7758920.087
1622332800,2021-05-30,BTC/USD,34687.7,36313.5,33772.6,35725.1,199.7543539,7136244.27
1622246400,2021-05-29,BTC/USD,35777.1,37191.5,33758.7,34686.7,460.5415248,15974665.71
1622160000,2021-05-28,BTC/USD,38543.8,38874.3,35000,35776.7,442.0140792,15813805.11
1622073600,2021-05-27,BTC/USD,39306.6,40233.2,37627.6,38550.7,226.8845945,8746559.937
1621987200,2021-05-26,BTC/USD,38335.8,40710.4,38067.4,39314.4,259.878774,10216978.07
1621900800,2021-05-25,BTC/USD,38838.5,39738,36813.6,38335.7,311.1411718,11927814.62
1621814400,2021-05-24,BTC/USD,34840.2,39799.5,34747.3,38837.8,491.8953893,19104134.75
1621728000,2021-05-23,BTC/USD,37642.2,38310.9,31500,34832.9,922.8771631,32146487.94
1621641600,2021-05-22,BTC/USD,37369.8,38836.1,35489,37642.3,555.227077,20900024.2
1621555200,2021-05-21,BTC/USD,40794.7,42247.8,33800,37368.8,895.5546797,33465803.71
1621468800,2021-05-20,BTC/USD,37117.1,42582.3,35323.5,40792.7,1030.359979,42031165.52
1621382400,2021-05-19,BTC/USD,43010.2,43587.1,31447.1,37117.4,1984.870541,73673233.83
1621296000,2021-05-18,BTC/USD,43601.2,45794.1,42465.9,43017.2,404.2204591,17388432.33
1621209600,2021-05-17,BTC/USD,46416.3,46572.9,42300,43560.2,797.3243081,34731606.32
1621123200,2021-05-16,BTC/USD,46781.9,49700,43905.3,46424.6,514.2700594,23874781.8
1621036800,2021-05-15,BTC/USD,49982,50679.8,46723.1,46790.3,385.3227425,18029366.72
1620950400,2021-05-14,BTC/USD,49708.4,51524.9,49019.9,49989.5,216.3300015,10814228.61
1620864000,2021-05-13,BTC/USD,49591.4,51295.7,46924.9,49708.4,744.3541661,37000654.63
1620777600,2021-05-12,BTC/USD,56739.3,57946,49300,49553.3,421.2238667,20873032.63
1620691200,2021-05-11,BTC/USD,55915.1,56930.8,54684,56750.3,216.8324027,12305303.9
1620604800,2021-05-10,BTC/USD,58248.2,59528.3,54000,55909.6,373.4830448,20881287.64
1620518400,2021-05-09,BTC/USD,58879,59227.9,56447.2,58247.9,197.2152812,11487375.98
1620432000,2021-05-08,BTC/USD,57315.4,59450.1,57060,58877.2,212.2177995,12494789.83
1620345600,2021-05-07,BTC/USD,56414.5,58652.4,55396.3,57310.2,203.8196633,11680945.67
1620259200,2021-05-06,BTC/USD,57415.3,58294.6,55323.6,56414.2,236.187092,13324305.85
1620172800,2021-05-05,BTC/USD,53300.4,57805,53055.7,57415.8,271.0686539,15563623.62
1620086400,2021-05-04,BTC/USD,57181.9,57181.9,53183.1,53310.4,371.0034035,19778339.84
1620000000,2021-05-03,BTC/USD,56623.6,58864,56590.8,57153.8,173.5740226,9920414.974
1619913600,2021-05-02,BTC/USD,57755,57799,56150,56612.3,108.2346349,6127411.621
1619827200,2021-05-01,BTC/USD,57762.8,58399.9,57107.3,57763.4,122.2610002,7062211.06
1619740800,2021-04-30,BTC/USD,53548.7,57900,53148.1,57764.6,182.3795756,10535083.23
1619654400,2021-04-29,BTC/USD,54884.7,55172,52463.4,53555.4,163.5804207,8760614.86
1619568000,2021-04-28,BTC/USD,55026.3,56418.2,54020,54849.7,196.5034296,10778154.16
1619481600,2021-04-27,BTC/USD,54018,55500,53406.6,55025.3,153.5019625,8446491.537
1619395200,2021-04-26,BTC/USD,49114.1,54347.7,48989.2,54027.5,304.8400279,16469744.61
1619308800,2021-04-25,BTC/USD,50207.6,50584.1,47092.7,49114,234.6489439,11524548.23
1619222400,2021-04-24,BTC/USD,51201.9,51232.7,49000,50197.5,242.1431855,12154982.56
1619136000,2021-04-23,BTC/USD,51829.1,52129.6,47500,51225.8,735.8199446,37692965.32
1619049600,2021-04-22,BTC/USD,53937.3,55500,50549.5,51804.9,432.5474796,22408078.93
1618963200,2021-04-21,BTC/USD,56526.4,56866.2,53850.4,53946,163.4760612,8818879.6
1618876800,2021-04-20,BTC/USD,55832.8,57106.5,53587.2,56515.1,222.0283268,12547953.09
1618790400,2021-04-19,BTC/USD,56368.3,57603.2,54500,55828.7,217.719757,12155011
1618704000,2021-04-18,BTC/USD,60123.3,60407.1,51476.4,56367.8,580.2434935,32707049.19
1618617600,2021-04-17,BTC/USD,61455.6,62464,59734.3,60135.4,108.6765853,6535309.929
1618531200,2021-04-16,BTC/USD,63196.1,63478.8,60052.4,61455.5,157.1908109,9660239.88
1618444800,2021-04-15,BTC/USD,62864.9,63736.5,62088.8,63194,73.92352623,4671523.317
1618358400,2021-04-14,BTC/USD,63545.6,64743.4,61351.7,62864.9,231.4106704,14547608.65
1618272000,2021-04-13,BTC/USD,59860.8,63647.2,59855.7,63540.6,201.1787233,12783016.78
1618185600,2021-04-12,BTC/USD,59916.8,61157.2,59484.8,59868.7,112.7995343,6753161.479
1618099200,2021-04-11,BTC/USD,59630.8,60500,59154.9,59916.8,91.08450997,5457492.367
1618012800,2021-04-10,BTC/USD,58132.7,61380,57947.4,59630.8,192.0626205,11452847.71
1617926400,2021-04-09,BTC/USD,57991.1,58781.9,57729,58121.7,68.00643004,3952649.325
1617840000,2021-04-08,BTC/USD,55944.8,58128.3,55772.4,57991.1,71.75627117,4161225.097
1617753600,2021-04-07,BTC/USD,57966.3,58531.3,55426.9,55944.7,218.9008037,12246339.79
1617667200,2021-04-06,BTC/USD,59068.1,59386.3,57416,57977.8,115.9410193,6722005.228
1617580800,2021-04-05,BTC/USD,58173.7,59238.3,56818.5,59028.5,90.44887948,5339061.682
1617494400,2021-04-04,BTC/USD,57061.8,58422.6,56535.4,58173.2,67.09848305,3903333.474
1617408000,2021-04-03,BTC/USD,58974.4,59700,57009.5,57062.3,90.01103387,5136236.618
1617321600,2021-04-02,BTC/USD,58762.2,60155,58456.6,58974.7,88.62132764,5226416.211
1617235200,2021-04-01,BTC/USD,58687.5,59333.2,57987.2,58761.5,86.72869008,5096307.922
1617148800,2021-03-31,BTC/USD,58703.1,59788.9,56915.6,58715,230.8411776,13553839.74
1617062400,2021-03-30,BTC/USD,57692.5,59341.1,57102.7,58691.4,89.32560359,5242644.731
1616976000,2021-03-29,BTC/USD,55758,58385.7,54922.1,57686.5,159.7667214,9216382.976
1616889600,2021-03-28,BTC/USD,55774,56498.6,54736.5,55767.6,91.63927375,5110502.363
1616803200,2021-03-27,BTC/USD,54871.3,56500,54060.7,55763.5,117.2256545,6536912.784
1616716800,2021-03-26,BTC/USD,51410,54897,51410,54897,176.2707344,9676734.508
1616630400,2021-03-25,BTC/USD,52363.3,53213.7,50500,51410.1,149.3223269,7676675.76
1616544000,2021-03-24,BTC/USD,54440.4,57219.8,51652,52389,134.7789494,7060934.38
1616457600,2021-03-23,BTC/USD,54190.1,55820,52956,54540.7,77.65971081,4235614.989
1616371200,2021-03-22,BTC/USD,57479.9,58417.3,53780,54256.3,114.0731928,6189189.372
1616284800,2021-03-21,BTC/USD,58100.5,58599.9,55550,57512.9,83.13750555,4781479.043
1616198400,2021-03-20,BTC/USD,58135.5,59934.6,57920.5,58100.5,41.6844143,2421885.313
1616112000,2021-03-19,BTC/USD,57698.9,59492,56326,58046.5,59.53237215,3455645.84
1616025600,2021-03-18,BTC/USD,58919.1,60310.7,57000,57754.1,89.75448845,5183689.701
1615939200,2021-03-17,BTC/USD,56900,58907.7,54173.3,58904,99.75463847,5875947.224
1615852800,2021-03-16,BTC/USD,55667.4,56899.9,53180.7,56899.9,114.695058,6526137.331
1615766400,2021-03-15,BTC/USD,58964.9,60591,54500.1,55657.2,233.8607057,13016032.07
1615680000,2021-03-14,BTC/USD,61150.1,61613.6,58964.9,58993.1,94.13739564,5553456.795
1615593600,2021-03-13,BTC/USD,57291,61800,56093.5,61271.8,176.5532441,10817735.06
1615507200,2021-03-12,BTC/USD,58000,58100,55100.1,57241.1,96.81612346,5541861.405
1615420800,2021-03-11,BTC/USD,56041.8,58174.5,54305,57901.8,133.7915899,7746773.877
1615334400,2021-03-10,BTC/USD,54918.8,57400,53050.2,56001,128.0363809,7170165.369
1615248000,2021-03-09,BTC/USD,52404.9,54920.9,52000.1,54919,105.3161546,5783857.892
1615161600,2021-03-08,BTC/USD,50945.5,52450,49308.4,52272.6,82.31548697,4302844.524
1615075200,2021-03-07,BTC/USD,48969.7,51440,48969.7,50966.4,83.46614866,4253969.119
1614988800,2021-03-06,BTC/USD,48932.7,49266,47118.5,48864,45.85418519,2240618.905
1614902400,2021-03-05,BTC/USD,48462.7,49514.4,46287.2,48797,118.9691015,5805335.246
1614816000,2021-03-04,BTC/USD,50451.2,51797.8,47586.3,48452.7,101.4713265,4916559.742
1614729600,2021-03-03,BTC/USD,48480.2,52600,48222,50462,135.1325827,6819060.386
1614643200,2021-03-02,BTC/USD,49719.8,50224.8,47070.7,48424.8,134.4354569,6510010.112
1614556800,2021-03-01,BTC/USD,45203.3,49897.9,45063.6,49606.6,170.9693686,8481209.08
1614470400,2021-02-28,BTC/USD,46262.2,46642.6,43067.1,45210.5,157.5685337,7123752.194
1614384000,2021-02-27,BTC/USD,46334.3,48391,45113.6,46200,107.5094392,4966936.091
1614297600,2021-02-26,BTC/USD,46962,48480.8,44101,46446.5,277.2755816,12878480.3
1614211200,2021-02-25,BTC/USD,49675.7,52168.2,46739.2,47096.5,191.5860048,9023030.276
1614124800,2021-02-24,BTC/USD,48854.1,51398.5,47135.3,49674.4,212.682049,10564853.17
1614038400,2021-02-23,BTC/USD,54184.7,54184.7,45028.8,48853.6,743.2236893,36309152.83
1613952000,2021-02-22,BTC/USD,57498.9,57550,47600.1,54204.5,427.2802453,23160512.05
1613865600,2021-02-21,BTC/USD,55883.9,58400,55574.6,57498.9,120.390553,6922324.368
1613779200,2021-02-20,BTC/USD,55999.9,57549,54073.1,56126,183.2018742,10282388.39
1613692800,2021-02-19,BTC/USD,51643.3,56334,50800,55999.5,237.853805,13319694.16
1613606400,2021-02-18,BTC/USD,52282.5,52500,50900,51634.6,152.7690023,7888166.325
1613520000,2021-02-17,BTC/USD,49174.1,52550,48988.7,52123.2,257.0186162,13396632.74
1613433600,2021-02-16,BTC/USD,47900.1,50661.8,47100,49216.3,285.9799721,14074876.1
1613347200,2021-02-15,BTC/USD,48647.2,49065.2,45700,47985.8,178.1301379,8547717.17
1613260800,2021-02-14,BTC/USD,47126.9,49721,47019,48747.8,126.6499833,6173908.055
1613174400,2021-02-13,BTC/USD,47476,48299.9,46278,47107.8,103.153022,4859311.931
1613088000,2021-02-12,BTC/USD,48010.6,49019.6,46222,47322.2,154.2921217,7301442.643
1613001600,2021-02-11,BTC/USD,44815.7,48709,44080,48139.6,242.1962809,11659232.08
1612915200,2021-02-10,BTC/USD,46505,47362.9,43800,44899.3,222.6852277,9998410.844
1612828800,2021-02-09,BTC/USD,46550.2,48200,45047.6,46629.3,295.4186448,13775164.61
1612742400,2021-02-08,BTC/USD,38860.2,46795,38134.9,46459.4,637.6344839,29624115.54
1612656000,2021-02-07,BTC/USD,39320.6,39673,37444.8,38916.7,126.3390843,4916700.243
1612569600,2021-02-06,BTC/USD,38273.1,40950.1,38220.2,39269,215.0656257,8445412.054
1612483200,2021-02-05,BTC/USD,37074,38350,36679,38273.1,118.8267599,4547868.463
1612396800,2021-02-04,BTC/USD,37658.5,38800,36157,37041,216.012674,8001325.457
1612310400,2021-02-03,BTC/USD,35571.3,37631.9,35387.5,37629.1,122.8626454,4623210.771
1612224000,2021-02-02,BTC/USD,33568.7,35989.8,33529,35582,164.0183699,5836101.638
1612137600,2021-02-01,BTC/USD,33169.9,34729.2,32401.1,33645.9,166.4708663,5601062.12
1612051200,2021-01-31,BTC/USD,34335.1,34387.5,32222,33172.4,117.5034849,3897872.601
1611964800,2021-01-30,BTC/USD,34306.3,34815,32850,34355.1,140.7017933,4833824.18
1611878400,2021-01-29,BTC/USD,33449.9,38647.4,32000,34273.4,670.7088932,22987474.18
1611792000,2021-01-28,BTC/USD,30471.5,33868.9,29943.8,33460,158.6992646,5310077.394
1611705600,2021-01-27,BTC/USD,32500.7,32614.2,29230.6,30395.4,232.9854682,7081686.5
1611619200,2021-01-26,BTC/USD,32307,32898.9,30845.5,32552.1,137.4965924,4475802.825
1611532800,2021-01-25,BTC/USD,32249,34865.9,32000,32300.1,198.7813673,6420658.041
1611446400,2021-01-24,BTC/USD,32070.2,33058.1,31001,32280.4,99.8328572,3222644.564
1611360000,2021-01-23,BTC/USD,32964.5,33477.8,31433.3,32094.1,122.2138317,3922342.937
1611273600,2021-01-22,BTC/USD,30809.2,33900,28810.1,33059.7,294.0633112,9721644.85
1611187200,2021-01-21,BTC/USD,35657.3,35657.3,30114.6,30861.2,377.7522083,11657886.45
1611100800,2021-01-20,BTC/USD,35957.3,36430.1,33375.2,35494.9,211.8285583,7518833.495
1611014400,2021-01-19,BTC/USD,36799,37875,35860,35860,208.9888005,7494338.386
1610928000,2021-01-18,BTC/USD,35904.5,37470.7,34780,36651.3,130.7907913,4793652.53
1610841600,2021-01-17,BTC/USD,36093.8,36825.9,33900,35836.3,194.8006146,6980933.266
1610755200,2021-01-16,BTC/USD,36847,38037.6,35501,36100,164.9996646,5956487.891
1610668800,2021-01-15,BTC/USD,39202.4,39686.9,34438.3,36900,351.1610821,12957843.93
1610582400,2021-01-14,BTC/USD,37398.2,40100,36742.3,39216.9,329.546756,12923802.18
1610496000,2021-01-13,BTC/USD,33923.6,37818.1,32400,37366,244.8313853,9148369.545
1610409600,2021-01-12,BTC/USD,35437.9,36606.9,32501,33949.4,330.5282112,11221234.45
1610323200,2021-01-11,BTC/USD,38264.1,38264.1,30333,35467.6,1045.802821,37092116.15
1610236800,2021-01-10,BTC/USD,40371.8,41443.6,35177.5,38224.2,396.0098683,15137160.41
1610150400,2021-01-09,BTC/USD,40553.2,41405.9,38779.9,40307.7,186.5980336,7521337.558
1610064000,2021-01-08,BTC/USD,39474.1,41999.9,36596.5,40553.1,463.6148396,18801018.95
1609977600,2021-01-07,BTC/USD,36988.9,40450,36000,39500,481.3765402,19014373.34
1609891200,2021-01-06,BTC/USD,34126.2,36989,33431.7,36850,388.8118408,14327716.33
1609804800,2021-01-05,BTC/USD,32016.9,34490,29947,34016.6,325.5371396,11073666.66
1609718400,2021-01-04,BTC/USD,33083.2,33656,27500,32009.4,565.5116552,18101688.78
1609632000,2021-01-03,BTC/USD,32221.7,34800,32012.5,32959.8,411.0105828,13546826.61
1609545600,2021-01-02,BTC/USD,29350,33329.3,29083.7,32156.7,500.3058178,16088184.09
1609459200,2021-01-01,BTC/USD,28997,29688,28700,29350,113.4541595,3329879.582
1609372800,2020-12-31,BTC/USD,28901,29299,27913,29033.9,201.9092169,5862212.013
1609286400,2020-12-30,BTC/USD,27386.9,28994,27338.5,28911.9,297.6972669,8606993.61
1609200000,2020-12-29,BTC/USD,27014.6,27387.7,25838.4,27386.7,177.2045945,4853049.068
1609113600,2020-12-28,BTC/USD,26294.4,27440,26121.1,26993.1,174.1098982,4699765.892
1609027200,2020-12-27,BTC/USD,26500,28380,25800,26201.6,451.7825612,11837425.96
1608940800,2020-12-26,BTC/USD,24717.8,26810.5,24489.8,26460,281.8471872,7457676.574
1608854400,2020-12-25,BTC/USD,23787.9,24785.3,23431.8,24722.7,248.9589374,6154937.122
1608768000,2020-12-24,BTC/USD,23257.9,23787.7,22732.8,23741.6,148.8525036,3533996.599
1608681600,2020-12-23,BTC/USD,23838.2,24100,22668.3,23267.7,261.2327335,6078284.874
1608595200,2020-12-22,BTC/USD,22784,23840.6,22400.3,23840.6,216.8254796,5169249.529
1608508800,2020-12-21,BTC/USD,23485,24110,21938.8,22706,254.0855915,5769267.44
1608422400,2020-12-20,BTC/USD,23830.1,24332.3,23105.4,23503.3,178.9972418,4207025.873
1608336000,2020-12-19,BTC/USD,23169.1,24188.5,22800,23897.3,178.4002309,4263283.838
1608249600,2020-12-18,BTC/USD,22823,23279.9,22350,23119.8,180.1344746,4164673.025
1608163200,2020-12-17,BTC/USD,21376.5,23744.1,21250,22858,706.6710567,16153087.01
1608076800,2020-12-16,BTC/USD,19448,21500,19308.3,21388.5,435.1372743,9306933.591
1607990400,2020-12-15,BTC/USD,19294.6,19561.2,19071.2,19435.1,167.0889509,3247390.469
1607904000,2020-12-14,BTC/USD,19139.3,19335.6,18994.7,19256.9,119.7243564,2305519.958
1607817600,2020-12-13,BTC/USD,18825.9,19419.9,18742.6,19153.7,224.0223487,4290856.86
1607731200,2020-12-12,BTC/USD,18056.7,18948.3,18008,18784.5,141.4372255,2656827.561
1607644800,2020-12-11,BTC/USD,18299.4,18299.4,17589,18033.6,184.1612791,3321090.842
1607558400,2020-12-10,BTC/USD,18561.1,18561.1,17921.3,18231.2,187.5997115,3420167.86
1607472000,2020-12-09,BTC/USD,18320,18659,17663,18590.6,401.1417059,7457464.997
1607385600,2020-12-08,BTC/USD,19192.6,19280,18193,18329.9,197.0830583,3612512.75
1607299200,2020-12-07,BTC/USD,19410.4,19420,18911.9,19179.9,122.4867613,2349283.834
1607212800,2020-12-06,BTC/USD,19144.3,19409.8,18900,19375,114.2190293,2212993.692
1607126400,2020-12-05,BTC/USD,18663.3,19195,18500,19147.6,110.8716367,2122925.751
1607040000,2020-12-04,BTC/USD,19460.2,19540,18607,18684.7,188.1456362,3515444.768
1606953600,2020-12-03,BTC/USD,19270.2,19623.7,18855.2,19457.2,218.6396164,4254114.744
1606867200,2020-12-02,BTC/USD,18786.4,19349.8,18341.7,19229.7,264.9236589,5094402.483
1606780800,2020-12-01,BTC/USD,19740.2,19932.3,18200,18811.6,497.9592135,9367409.54
1606694400,2020-11-30,BTC/USD,18202.3,19882.1,18202.3,19732.4,463.649681,9148920.965
1606608000,2020-11-29,BTC/USD,17742.9,18347.4,17554.2,18187.1,135.1221854,2457480.697
1606521600,2020-11-28,BTC/USD,17133.9,17884,16872.3,17751.9,150.3575778,2669132.686
1606435200,2020-11-27,BTC/USD,17198.3,17449,16471.6,17134.2,199.9934305,3426727.436
1606348800,2020-11-26,BTC/USD,18741.3,18938.4,16193,17181.8,778.6232247,13378148.52
1606262400,2020-11-25,BTC/USD,19184.2,19520,18536.6,18753.4,326.0087186,6113771.904
1606176000,2020-11-24,BTC/USD,18370.4,19445,18070,19174.9,323.5585306,6204202.469
1606089600,2020-11-23,BTC/USD,18467.4,18787.5,18031.5,18409.3,233.3311888,4295463.854
1606003200,2020-11-22,BTC/USD,18712.2,18773.2,17597.6,18437.7,227.279249,4190506.609
1605916800,2020-11-21,BTC/USD,18700,18963,18392.9,18686.5,177.5662632,3318091.978
1605830400,2020-11-20,BTC/USD,17835,18821.5,17777.7,18690.7,223.308167,4173785.956
1605744000,2020-11-19,BTC/USD,17810.3,18179.8,17365.2,17843,194.542702,3471225.431
1605657600,2020-11-18,BTC/USD,17633.3,18484.9,17274,17796.4,473.2986839,8423012.699
1605571200,2020-11-17,BTC/USD,16731.9,17887.5,16552.4,17637.1,268.7366813,4739735.721
1605484800,2020-11-16,BTC/USD,15960.7,16895.8,15878.4,16727,163.5984455,2736511.198
1605398400,2020-11-15,BTC/USD,16086.3,16162.8,15800.2,15979,94.68643729,1512994.581
1605312000,2020-11-14,BTC/USD,16349.3,16356.4,15721.2,16112.5,200.9747372,3238205.454
1605225600,2020-11-13,BTC/USD,16334.3,16499,15979.9,16354.1,247.2051249,4042817.332
1605139200,2020-11-12,BTC/USD,15725.9,16353.9,15487,16323.7,301.2096518,4916855.994
1605052800,2020-11-11,BTC/USD,15347.2,15993.5,15300,15722.4,160.2401965,2519360.465
1604966400,2020-11-10,BTC/USD,15320,15461.7,15043.2,15315.1,196.2003047,3004827.287
1604880000,2020-11-09,BTC/USD,15527,15870,14828.5,15334.1,252.6768387,3874571.912
1604793600,2020-11-08,BTC/USD,14801,15650,14717.2,15493.5,134.2279055,2079660.053
1604707200,2020-11-07,BTC/USD,15610.2,15769.9,14373.5,14823,259.427657,3845496.159
1604620800,2020-11-06,BTC/USD,15642.8,15950,15219.9,15592.5,328.7420119,5125909.821
1604534400,2020-11-05,BTC/USD,14159.4,15753.8,14107.6,15609.4,368.8345872,5757286.605
1604448000,2020-11-04,BTC/USD,14044.2,14261.7,13550.1,14162,187.0321561,2648749.394
1604361600,2020-11-03,BTC/USD,13587.6,14091.6,13283.5,14034.8,157.866661,2215627.014
1604275200,2020-11-02,BTC/USD,13766.5,13844.2,13229.9,13588.3,162.8896005,2213392.759
1604188800,2020-11-01,BTC/USD,13814.8,13893.9,13630,13769.6,50.90718642,700971.5941
1604102400,2020-10-31,BTC/USD,13574.4,14219.1,13409.1,13823.6,179.1561219,2476582.567
1604016000,2020-10-30,BTC/USD,13463.5,13683,13150,13572.2,160.5576893,2179121.07
1603929600,2020-10-29,BTC/USD,13274.5,13653,12994.8,13445.3,146.2367256,1966196.647
1603843200,2020-10-28,BTC/USD,13656.8,13843.9,12900,13292.4,231.2963209,3074483.216
1603756800,2020-10-27,BTC/USD,13068.1,14030.6,13067,13659.2,227.2265755,3103733.24
1603670400,2020-10-26,BTC/USD,13041.4,13250,12800,13074.4,120.1006755,1570244.271
1603584000,2020-10-25,BTC/USD,13132.9,13350,12911.1,13054,132.9860439,1735999.817
1603497600,2020-10-24,BTC/USD,12957.3,13189,12890,13119.2,83.07919337,1089932.554
1603411200,2020-10-23,BTC/USD,12985,13048.1,12727.1,12951.8,122.0902178,1581288.083
1603324800,2020-10-22,BTC/USD,12834.7,13198,12720.3,12965.5,198.4418865,2572898.279
1603238400,2020-10-21,BTC/USD,11917.8,13219,11917.8,12858.7,365.1411093,4695239.982
1603152000,2020-10-20,BTC/USD,11758.9,12065.6,11710,11925,200.0739537,2385881.898
1603065600,2020-10-19,BTC/USD,11520,11835,11435.7,11754.5,139.7806561,1643051.722
1602979200,2020-10-18,BTC/USD,11370.8,11509.2,11370.8,11502.3,75.9151067,873198.3318
1602892800,2020-10-17,BTC/USD,11349.4,11424.2,11290,11392.9,100.3672201,1143473.702
1602806400,2020-10-16,BTC/USD,11516.9,11545,11230.5,11347,161.1614721,1828699.224
1602720000,2020-10-15,BTC/USD,11443.3,11621,11280,11517,181.6839647,2092454.222
1602633600,2020-10-14,BTC/USD,11435.4,11567.9,11320,11428.8,153.0259023,1748902.432
1602547200,2020-10-13,BTC/USD,11533,11565,11321.5,11449.9,184.4958456,2112458.982
1602460800,2020-10-12,BTC/USD,11390.8,11739.8,11206.5,11568.3,217.9483347,2521291.721
1602374400,2020-10-11,BTC/USD,11315.1,11450,11287,11392.4,91.57326733,1043239.291
1602288000,2020-10-10,BTC/USD,11087.1,11501,11057.2,11321.1,207.5284905,2349450.794
1602201600,2020-10-09,BTC/USD,10949.4,11118.6,10844,11057.7,179.2721395,1982337.537
1602115200,2020-10-08,BTC/USD,10694,10964.7,10550.1,10947.7,210.2903472,2302195.633
1602028800,2020-10-07,BTC/USD,10632,10699.7,10581.4,10693.7,111.2222441,1189377.311
1601942400,2020-10-06,BTC/USD,10820,10824.1,10559,10617.2,160.4297819,1703315.08
